PC1,Prize,Memory,RAM,Battery_,Is_Outlier,Model_Group_Encoded
-20651377.173640173,23999.0,128.0,8.0,4500.0,0.0,17.0
-20652252.173640173,7190.0,32.0,2.0,5000.0,0.0,9.0
-20652252.173640173,7990.0,32.0,3.0,5000.0,0.0,9.0
-20651377.173640173,23999.0,128.0,8.0,4500.0,0.0,17.0
564699052.82636,20999.0,128.0,8.0,5000.0,0.0,12.0
-20651597.173640173,12990.0,64.0,4.0,5000.0,0.0,11.0
-20651377.173640173,27999.0,128.0,8.0,4500.0,0.0,17.0
-20651197.173640173,32999.0,256.0,8.0,5000.0,0.0,12.0
0.0,,,,,,
-20651597.173640177,13999.0,64.0,4.0,5000.0,0.0,5.0
-20651197.173640173,30999.0,128.0,8.0,5000.0,0.0,12.0
-20651389.173640173,32999.0,128.0,8.0,4500.0,0.0,12.0
-20651467.173640173,19397.0,128.0,8.0,5000.0,0.0,11.0
-20651377.173640173,27999.0,128.0,8.0,4500.0,0.0,17.0
-20652242.173640173,10989.0,32.0,3.0,5000.0,0.0,17.0
-20652242.173640173,10989.0,32.0,3.0,5000.0,0.0,17.0
-20651422.173640173,17999.0,256.0,3.0,4200.0,0.0,16.0
-20651597.173640173,20999.0,128.0,8.0,4500.0,0.0,7.0
-20651467.173640173,16990.0,128.0,6.0,5000.0,0.0,11.0
-20651667.17364017,8999.0,64.0,4.0,6000.0,0.0,3.0
-20651357.173640173,29990.0,128.0,8.0,4200.0,0.0,17.0
-20651412.173640173,38920.0,256.0,8.0,4300.0,0.0,8.0
-20652242.173640173,9387.0,32.0,3.0,4030.0,0.0,17.0
-20651412.173640173,29790.0,128.0,6.0,4300.0,0.0,8.0
-20567512.173640173,24999.0,128.0,8.0,4115.0,0.0,8.0
-20651597.173640173,16499.0,128.0,8.0,5000.0,0.0,7.0
-20642414.173640173,5799.0,16.0,2.0,3000.0,0.0,6.0
-20652181.173640173,16499.0,128.0,6.0,5000.0,0.0,10.0
-20652252.173640173,10890.0,128.0,6.0,5000.0,0.0,11.0
-20652252.173640173,10548.0,128.0,6.0,5000.0,0.0,11.0
-20651389.173640173,32299.0,256.0,2.0,5000.0,0.0,16.0
-20650897.173640173,40999.0,256.0,8.0,5000.0,0.0,12.0
-20642414.173640173,6299.0,32.0,2.0,3000.0,0.0,6.0
-20652197.173640173,16990.0,128.0,8.0,5000.0,0.0,17.0
-20651577.173640173,17999.0,128.0,4.0,5000.0,0.0,17.0
-20652189.173640173,11490.0,64.0,4.0,5000.0,0.0,16.0
-20652189.173640173,12599.0,128.0,4.0,5000.0,0.0,16.0
-20652182.173640173,16499.0,128.0,6.0,5000.0,0.0,11.0
-20651422.173640173,17999.0,256.0,6.0,4200.0,0.0,16.0
-20651357.173640173,31989.0,128.0,8.0,4200.0,0.0,17.0
-20652277.17364017,41199.0,64.0,8.0,3110.0,0.0,0.0
-20644492.173640173,24999.0,128.0,8.0,4700.0,0.0,17.0
-20644492.173640173,23999.0,128.0,6.0,4700.0,0.0,17.0
-20652257.173640173,7199.0,32.0,2.0,5000.0,0.0,3.0
-20651527.173640173,15999.0,128.0,4.0,5000.0,0.0,12.0
-20652242.173640173,8999.0,64.0,4.0,5000.0,0.0,10.0
-20652242.173640173,8999.0,64.0,4.0,5000.0,0.0,10.0
-20652240.173640173,8940.0,64.0,4.0,5000.0,0.0,5.0
-20651499.173640173,24999.0,128.0,8.0,4700.0,0.0,17.0
-20652255.173640173,8288.0,64.0,4.0,5000.0,0.0,13.0
-20652242.173640173,8499.0,32.0,3.0,5000.0,0.0,10.0
-20651661.173640173,9999.0,64.0,6.0,5000.0,0.0,3.0
-20652277.173640173,17499.0,128.0,6.0,5000.0,0.0,12.0
-20652252.173640173,8999.0,64.0,4.0,5000.0,0.0,11.0
-20652192.173640173,14999.0,128.0,6.0,5020.0,0.0,11.0
-20651577.173640173,19979.0,128.0,8.0,5000.0,0.0,17.0
-20651377.173640173,23390.0,128.0,6.0,5000.0,0.0,12.0
-20651557.173640173,14385.0,128.0,6.0,5020.0,0.0,11.0
-20650977.173640173,30874.0,256.0,6.0,4830.0,0.0,17.0
-20651661.173640173,12999.0,128.0,8.0,5000.0,0.0,3.0
-20650977.173640173,35999.0,128.0,8.0,4830.0,0.0,17.0
-20652207.173640173,9999.0,64.0,4.0,5200.0,0.0,3.0
-20652207.173640173,9999.0,64.0,4.0,5200.0,0.0,3.0
-20644492.173640173,23999.0,128.0,6.0,4700.0,0.0,17.0
-20652189.173640173,13999.0,128.0,6.0,7000.0,0.0,13.0
-20652192.173640173,10799.0,128.0,6.0,5000.0,0.0,11.0
-20652242.173640173,7999.0,32.0,3.0,5000.0,0.0,4.0
-20651661.173640173,9999.0,64.0,6.0,5000.0,0.0,3.0
-20651661.173640173,9999.0,64.0,6.0,5000.0,0.0,3.0
-20651661.173640173,9999.0,64.0,6.0,5000.0,0.0,3.0
-20652192.173640173,11762.0,128.0,4.0,6000.0,0.0,16.0
-20651467.173640173,18990.0,128.0,6.0,5000.0,0.0,11.0
-20651467.173640173,18999.0,128.0,8.0,5000.0,0.0,11.0
-20652181.173640173,15999.0,128.0,8.0,5000.0,0.0,3.0
-20651377.173640173,29418.0,256.0,8.0,4500.0,0.0,17.0
-20650977.173640173,33367.0,256.0,8.0,4830.0,0.0,17.0
-20652192.173640173,11999.0,64.0,4.0,5000.0,0.0,5.0
-20650897.173640173,40999.0,256.0,8.0,5000.0,0.0,12.0
-20652277.173640173,7499.0,32.0,2.0,5000.0,0.0,16.0
-20651597.173640173,15499.0,128.0,4.0,5000.0,0.0,17.0
-20644177.173640173,29990.0,256.0,8.0,5080.0,0.0,11.0
-20652255.173640173,7280.0,32.0,3.0,5000.0,0.0,13.0
-20652255.173640173,8999.0,64.0,4.0,5000.0,0.0,13.0
-20644077.173640173,34688.0,256.0,4.0,5000.0,0.0,9.0
-20651467.173640173,13499.0,64.0,4.0,5000.0,0.0,16.0
-20651467.173640173,13499.0,64.0,4.0,5000.0,0.0,16.0
-20651377.173640173,23999.0,128.0,8.0,4500.0,0.0,17.0
-20651377.173640173,23999.0,128.0,8.0,4500.0,0.0,17.0
-20652277.173640173,17499.0,128.0,6.0,5000.0,0.0,12.0
-20651665.173640173,8460.0,64.0,4.0,5000.0,0.0,16.0
-20652242.173640173,12999.0,128.0,4.0,5000.0,0.0,12.0
601915768.82636,20890.0,128.0,8.0,4500.0,0.0,7.0
-20652277.173640173,16499.0,128.0,6.0,5000.0,0.0,12.0
-20652277.173640173,9790.0,64.0,4.0,5000.0,0.0,6.0
-20652242.173640173,9999.0,64.0,3.0,5000.0,0.0,12.0
-20652277.173640173,5998.0,32.0,2.0,3100.0,0.0,4.0
-20652242.173640173,9990.0,64.0,4.0,5000.0,0.0,13.0
-20650897.173640173,38999.0,128.0,8.0,5000.0,0.0,12.0
-20652242.173640173,15999.0,128.0,4.0,5000.0,0.0,7.0
